City,Country,Date,Latitude,Longitude,Cloudiness,Humidity,Max Temperature,Wind Speed
Mount Abu,IN,2020-03-17 16:20:31,24.59,72.71,0,24,69.89,7.76
Magistral'nyy,RU,2020-03-17 16:20:31,56.17,107.45,100,91,17.69,4.65
Guane,CU,2020-03-17 16:20:31,22.2,-84.09,0,67,79.07,12.55
Ludvika,SE,2020-03-17 16:20:31,60.15,15.19,95,81,44.01,13.87
Fairview,US,2020-03-17 16:20:32,40.81,-74.0,75,62,55.4,4.7
Shingū,JP,2020-03-17 16:20:32,33.73,135.98,0,64,55.31,11.83
Krasnosel'kup,RU,2020-03-17 16:20:32,65.7,82.47,100,92,15.53,15.95
Agirish,RU,2020-03-17 16:20:32,61.92,63.02,0,85,20.75,11.27
Kuito,AO,2020-03-17 16:20:32,-12.38,16.93,100,97,59.09,5.12
Talnakh,RU,2020-03-17 16:20:32,69.49,88.4,40,84,8.6,26.84
Fort Nelson,CA,2020-03-17 16:19:46,58.81,-122.7,75,58,26.6,2.24
Naze,JP,2020-03-17 16:20:32,28.37,129.48,95,59,64.4,6.93
Ixtapa,MX,2020-03-17 16:20:32,20.7,-105.2,20,78,78.8,11.41
Mazagão,BR,2020-03-17 16:20:32,-0.12,-51.29,75,79,86.0,11.41
Hvizd,UA,2020-03-17 16:20:32,48.69,24.55,88,89,35.15,2.15
Inhambane,MZ,2020-03-17 16:20:32,-23.86,35.38,0,73,73.4,6.93
Manta,EC,2020-03-17 16:20:32,-0.95,-80.73,20,79,84.2,6.93
Torbay,CA,2020-03-17 16:20:32,47.67,-52.73,20,63,30.0,20.8
Kumul,CN,2020-03-17 16:20:32,42.8,93.45,33,25,41.99,1.68
Walvis Bay,NA,2020-03-17 16:20:32,-22.96,14.51,0,94,62.01,1.01
Evensk,RU,2020-03-17 16:15:37,61.95,159.23,96,96,9.23,3.8
Guéret,FR,2020-03-17 16:20:32,46.17,1.87,1,71,53.01,4.7
Bridlington,GB,2020-03-17 16:20:33,54.08,-0.19,100,76,55.99,23.04
Logan,US,2020-03-17 16:19:36,41.74,-111.83,20,29,60.8,13.87
Adolfo Ruíz Cortínes,MX,2020-03-17 16:20:33,25.75,-108.75,90,44,75.2,6.93
Flin Flon,CA,2020-03-17 16:20:33,54.77,-101.86,20,41,3.2,10.29
Cherskiy,RU,2020-03-17 16:20:33,68.75,161.3,100,95,3.65,16.24
San Quintín,MX,2020-03-17 16:20:33,30.48,-115.95,90,56,60.17,6.76
Iquique,CL,2020-03-17 16:16:45,-20.22,-70.14,23,53,77.0,18.34
Angoche,MZ,2020-03-17 16:20:33,-16.23,39.91,6,95,73.85,5.41
Yulara,AU,2020-03-17 16:17:10,-25.24,130.99,0,28,80.6,6.93
Mana,GF,2020-03-17 16:20:33,5.66,-53.78,100,67,81.59,6.31
Pangody,RU,2020-03-17 16:20:33,65.85,74.49,100,95,23.45,11.14
Sambo Creek,HN,2020-03-17 16:20:33,15.82,-86.68,0,76,79.97,14.5
Timmins,CA,2020-03-17 16:20:33,48.47,-81.33,75,49,26.6,20.8
Tazmalt,DZ,2020-03-17 16:20:33,36.39,4.4,75,93,60.8,1.79
Juneau,US,2020-03-17 16:20:26,58.3,-134.42,75,69,37.4,10.29
Klaksvík,FO,2020-03-17 16:20:33,62.23,-6.59,0,64,37.4,14.99
Bulgan,MN,2020-03-17 16:20:33,48.81,103.53,92,90,15.53,3.53
Karasburg,NA,2020-03-17 16:20:33,-28.02,18.75,0,21,77.99,15.1
Karatau,KZ,2020-03-17 16:20:34,43.17,70.47,63,62,48.11,2.28
Laas,IT,2020-03-17 16:20:34,46.62,10.7,0,66,50.0,2.24
Dhandhuka,IN,2020-03-17 16:20:34,22.37,71.98,0,20,75.65,6.8
Bima,ID,2020-03-17 16:20:34,-8.47,118.72,0,94,71.51,2.73
Constitución,CL,2020-03-17 16:20:34,-35.33,-72.42,4,65,64.13,12.57
Meadow Lake,US,2020-03-17 16:20:34,34.8,-106.54,99,23,66.99,23.04
Dingle,PH,2020-03-17 16:20:34,11.0,122.67,14,92,72.41,9.89
São João da Barra,BR,2020-03-17 16:20:34,-21.64,-41.05,75,74,82.4,11.41
Mnogovershinnyy,RU,2020-03-17 16:20:34,53.94,139.92,100,89,17.69,4.45
Lucapa,AO,2020-03-17 16:20:34,-8.42,20.74,100,97,67.19,2.33
Alta Floresta,BR,2020-03-17 16:20:34,-9.88,-56.09,40,55,87.8,6.93
Puerto Escondido,MX,2020-03-17 16:20:34,15.85,-97.07,40,74,87.8,10.29
Vila Velha,BR,2020-03-17 16:20:34,-20.33,-40.29,40,78,84.99,9.17
El Bosque,MX,2020-03-17 16:20:34,17.07,-92.73,40,29,91.4,10.29
Porto-Vecchio,FR,2020-03-17 16:20:34,41.59,9.28,0,87,51.8,4.7
Mogok,MM,2020-03-17 16:20:34,22.92,96.5,27,52,64.67,0.87
Chapais,CA,2020-03-17 16:20:35,49.78,-74.85,75,79,26.6,10.29
Bowen,AU,2020-03-17 16:20:35,-20.02,148.23,1,83,77.0,10.29
Arrondissement du Havre,FR,2020-03-17 16:20:35,49.58,0.33,100,61,51.01,6.93
Tiksi,RU,2020-03-17 16:20:35,71.69,128.87,99,89,-28.93,8.19
Yar-Sale,RU,2020-03-17 16:20:35,66.83,70.83,83,86,14.45,12.26
Yangi Marg`ilon,UZ,2020-03-17 16:20:35,40.43,71.72,94,47,55.4,4.7
Chai Badan,TH,2020-03-17 16:20:35,15.2,101.13,47,86,87.01,11.7
Cayenne,GF,2020-03-17 16:20:35,4.93,-52.33,75,78,80.6,4.7
Sindi,IN,2020-03-17 16:20:35,20.8,78.87,40,88,69.8,4.7
Chara,RU,2020-03-17 16:15:59,56.91,118.26,100,76,16.61,3.02
Kagoro,NG,2020-03-17 16:20:35,9.6,8.38,100,27,73.4,10.29
San Cristobal,VE,2020-03-17 16:15:56,7.77,-72.22,40,58,84.2,9.17
Soyo,AO,2020-03-17 16:20:35,-6.13,12.37,100,88,78.35,5.12
High Level,CA,2020-03-17 16:20:35,58.52,-117.14,75,72,17.6,8.05
Neiafu,TO,2020-03-17 16:20:35,-18.65,-173.98,75,83,84.2,8.05
Marzuq,YE,2020-03-17 16:19:13,14.4,46.47,52,83,65.75,3.24
Warrington,GB,2020-03-17 16:18:32,53.39,-2.58,75,82,55.99,25.28
Adrar,MR,2020-03-17 16:20:36,20.5,-10.07,100,24,72.41,10.38
Tazovsky,RU,2020-03-17 16:20:36,67.47,78.7,100,94,19.85,17.18
Merta,IN,2020-03-17 16:20:36,26.65,74.03,16,30,68.81,7.74
La Libertad,EC,2020-03-17 16:20:36,-2.23,-80.9,41,66,86.0,9.17
Sur,OM,2020-03-17 16:20:36,22.57,59.53,0,57,66.65,4.27
Katangli,RU,2020-03-17 16:20:36,51.71,143.23,17,89,14.45,6.82
Álamos,MX,2020-03-17 16:20:36,27.02,-108.93,100,43,75.99,4.0
Bubaque,GW,2020-03-17 16:20:36,11.28,-15.83,27,70,79.97,21.83
Skjervøy,NO,2020-03-17 16:20:36,70.03,20.97,90,92,28.4,4.7
Veselynove,UA,2020-03-17 16:20:36,47.36,31.23,46,69,37.85,8.05
Taldan,RU,2020-03-17 16:20:36,53.67,124.8,100,96,24.17,6.26
Kuril'sk,RU,2020-03-17 16:20:36,45.23,147.88,38,79,27.23,6.51
Tibati,CM,2020-03-17 16:15:41,6.47,12.63,100,23,73.31,5.3
Vanimo,PG,2020-03-17 16:20:36,-2.67,141.3,81,80,81.77,10.29
Polyanka,UA,2020-03-17 16:20:36,50.26,27.69,0,87,36.77,2.68
Tiznit Province,MA,2020-03-17 16:20:36,29.58,-9.5,100,83,47.75,12.91
Mahina,PF,2020-03-17 16:20:36,-17.51,-149.49,40,70,86.0,11.41
Sitka,US,2020-03-17 16:20:12,57.05,-135.33,1,65,41.0,13.87
Geraldton,AU,2020-03-17 16:16:18,-28.77,114.6,90,60,69.8,10.29
Alto Araguaia,BR,2020-03-17 16:20:37,-17.31,-53.22,30,73,78.53,4.47
Nikel,RU,2020-03-17 16:20:37,69.41,30.22,75,85,24.8,11.41
Labuhan,ID,2020-03-17 16:20:37,-6.88,112.21,100,94,74.93,2.24
Porto-Novo,BJ,2020-03-17 16:20:37,6.5,2.6,40,83,84.2,12.75
Santo Domingo,DO,2020-03-17 16:20:37,18.5,-69.99,75,65,82.4,13.87
Guamúchil,MX,2020-03-17 16:20:26,25.47,-108.1,93,14,88.97,5.26
Athabasca,CA,2020-03-17 16:20:37,54.72,-113.29,100,83,20.57,4.99
Ucluelet,CA,2020-03-17 16:18:23,48.93,-125.55,75,45,52.0,3.36
Edd,ER,2020-03-17 16:20:37,13.93,41.69,73,73,79.97,7.52
Byron Bay,AU,2020-03-17 16:20:37,-28.65,153.62,62,68,66.99,10.29
Altamira,BR,2020-03-17 16:20:37,-3.2,-52.21,75,79,84.2,6.93
Rio Tinto,PT,2020-03-17 16:20:37,41.18,-8.56,0,77,62.01,2.24
Haapiti,PF,2020-03-17 16:20:37,-17.57,-149.87,40,70,86.0,11.41
San Joaquin,VE,2020-03-17 16:20:38,10.26,-67.79,54,85,75.11,9.89
Springbok,ZA,2020-03-17 16:20:38,-29.66,17.89,0,61,58.01,4.94
Egvekinot,RU,2020-03-17 16:20:38,66.32,-179.17,100,96,22.55,4.9
Severo-Yeniseyskiy,RU,2020-03-17 16:20:38,60.37,93.04,100,80,7.61,4.74
Berlevåg,NO,2020-03-17 16:20:38,70.86,29.09,75,79,24.8,6.93
Blytheville,US,2020-03-17 16:20:38,35.93,-89.92,90,76,55.99,10.29
Caraquet,CA,2020-03-17 16:20:38,47.79,-64.94,90,86,33.01,13.87
Zhigansk,RU,2020-03-17 16:20:38,66.77,123.37,0,91,-29.47,12.57
Half Moon Bay,US,2020-03-17 16:18:09,37.46,-122.43,75,58,57.99,3.36
Hasaki,JP,2020-03-17 16:20:38,35.73,140.83,75,75,42.8,6.93
Rocha,UY,2020-03-17 16:20:38,-34.48,-54.33,100,58,70.97,11.27
Padborg,DK,2020-03-17 16:20:38,54.83,9.36,100,87,46.99,9.17
Lata,PT,2020-03-17 16:20:38,40.16,-8.33,20,82,61.0,5.82
Āsbe Teferī,ET,2020-03-17 16:20:38,9.08,40.87,85,71,66.11,1.3
Uitenhage,ZA,2020-03-17 16:20:38,-33.76,25.4,0,82,66.2,9.17
Pathein,MM,2020-03-17 16:16:22,16.78,94.73,1,75,78.89,12.35
Karaton,ID,2020-03-17 16:20:39,-6.34,106.1,75,94,78.8,2.24
Sistranda,NO,2020-03-17 16:19:45,63.73,8.83,75,93,37.99,29.97
Iralaya,HN,2020-03-17 16:20:39,15.0,-83.23,40,55,87.8,10.29
Abu Dhabi,AE,2020-03-17 16:20:39,24.47,54.37,0,64,77.0,4.7
Menongue,AO,2020-03-17 16:20:39,-14.66,17.69,100,96,63.95,2.91
Victor Harbor,AU,2020-03-17 16:20:39,-35.57,138.62,100,25,79.0,10.29
Opunake,NZ,2020-03-17 16:20:39,-39.46,173.86,8,67,55.99,1.99
Essau,GM,2020-03-17 16:20:39,13.48,-16.53,0,83,73.4,12.75
Lodja,CD,2020-03-17 16:20:39,-3.48,23.43,100,99,67.73,0.47
Havøysund,NO,2020-03-17 16:20:39,71.0,24.66,100,79,24.8,4.7
Novi di Modena,IT,2020-03-17 16:17:16,44.89,10.9,0,81,52.0,2.24
Nosy Varika,MG,2020-03-17 16:20:39,-20.58,48.53,100,93,74.57,2.84
Kamen'-Rybolov,RU,2020-03-17 16:20:39,44.75,132.04,0,84,25.43,8.63
Bogotol,RU,2020-03-17 16:20:39,56.21,89.53,100,79,28.85,17.9
Vilcún,CL,2020-03-17 16:16:20,-38.65,-72.23,40,50,77.0,5.82
Plainview,US,2020-03-17 16:19:22,40.78,-73.47,90,71,55.99,10.29
San Juan,AR,2020-03-17 16:20:40,-31.54,-68.54,7,26,85.37,19.64
Conceição do Araguaia,BR,2020-03-17 16:19:06,-8.26,-49.26,15,66,89.6,5.82
Sechura,PE,2020-03-17 16:20:40,-5.56,-80.82,3,85,76.37,15.23
Kachīry,KZ,2020-03-17 16:20:40,53.07,76.1,23,86,24.53,14.72
Okhotsk,RU,2020-03-17 16:20:40,59.38,143.3,0,77,-2.83,5.82
Mahon,ES,2020-03-17 16:15:51,39.89,4.27,20,87,57.2,11.41
Kavieng,PG,2020-03-17 16:20:40,-2.57,150.8,100,75,83.03,12.35
Rassvet,RU,2020-03-17 16:20:40,46.83,40.75,0,65,35.15,3.65
Kahului,US,2020-03-17 16:20:40,20.89,-156.47,20,61,80.6,4.7
Nioro,GM,2020-03-17 16:20:40,13.35,-15.75,0,37,81.23,12.15
Port-Gentil,GA,2020-03-17 16:20:40,-0.72,8.78,40,89,84.2,9.17
Kamaishi,JP,2020-03-17 16:20:40,39.27,141.88,0,79,38.03,3.58
Gaza,PS,2020-03-17 16:20:40,31.5,34.47,75,82,55.4,10.29
Mbekenyera,TZ,2020-03-17 16:20:40,-10.0,38.98,100,97,69.71,1.52
Zhangaözen,KZ,2020-03-17 16:20:40,43.3,52.8,100,63,39.29,16.46
Marsh Harbour,BS,2020-03-17 16:20:41,26.54,-77.06,0,67,72.77,9.01
Pemberton,CA,2020-03-17 16:20:41,50.32,-122.8,5,25,51.8,5.82
Turtas,RU,2020-03-17 16:20:41,58.94,69.13,100,92,27.23,12.77
Wabag,PG,2020-03-17 16:20:41,-5.48,143.7,100,98,48.29,1.16
Vestmannaeyjar,IS,2020-03-17 16:20:41,63.44,-20.27,77,70,34.97,2.53
Malibu,US,2020-03-17 16:20:41,34.01,-118.81,40,44,62.01,4.7
Batemans Bay,AU,2020-03-17 16:20:41,-35.72,150.18,0,100,55.99,4.52
Calvinia,ZA,2020-03-17 16:16:20,-31.47,19.78,0,51,59.99,3.96
Iberia,US,2020-03-17 16:16:14,29.95,-91.75,90,88,80.6,8.05
Mpanda,TZ,2020-03-17 16:20:41,-6.37,31.04,37,97,63.59,0.83
Fortuna,US,2020-03-17 16:15:50,40.6,-124.16,75,87,46.99,14.99
Selishche,RU,2020-03-17 16:20:41,56.89,33.27,99,92,32.99,8.19
Pelotas,BR,2020-03-17 16:20:41,-31.77,-52.34,75,69,78.8,16.11
Teknāf,BD,2020-03-17 16:20:41,20.86,92.31,0,67,64.85,2.84
Megion,RU,2020-03-17 16:20:41,61.03,76.11,90,92,24.8,2.24
Greece,US,2020-03-17 16:18:29,43.21,-77.69,90,56,46.0,21.92
Clearwater,US,2020-03-17 16:20:42,27.97,-82.8,40,61,87.01,8.05
Luba,GQ,2020-03-17 16:20:42,3.46,8.55,20,89,84.2,8.05
Dongsheng,CN,2020-03-17 16:20:42,39.82,109.98,78,20,42.53,21.77
Yichang,CN,2020-03-17 16:20:42,30.71,111.28,42,71,55.67,2.48
Port Hardy,CA,2020-03-17 16:20:42,50.7,-127.42,20,75,44.6,11.41
Cintalapa,MX,2020-03-17 16:20:42,16.7,-93.73,4,27,91.13,7.92
Ilulissat,GL,2020-03-17 16:20:42,69.22,-51.1,75,49,3.2,21.92
Alfreton,GB,2020-03-17 16:20:42,53.1,-1.39,75,81,55.4,17.22
Kutum,SD,2020-03-17 16:20:42,14.2,24.67,0,15,69.89,12.1
Henderson,US,2020-03-17 16:17:46,36.04,-114.98,75,41,59.0,14.99
Deputatsky,RU,2020-03-17 16:20:42,69.3,139.9,62,88,-18.85,7.27
Kirakira,SB,2020-03-17 16:20:42,-10.45,161.92,85,82,79.25,2.35
Sinnamary,GF,2020-03-17 16:20:42,5.38,-52.95,54,77,80.69,13.69
Vostok,RU,2020-03-17 16:20:42,46.49,135.88,57,91,12.29,5.41
Alizai,PK,2020-03-17 16:20:42,33.54,70.35,100,64,55.49,2.89
Balkhash,KZ,2020-03-17 16:20:42,46.84,74.98,100,78,36.05,12.53
Nacala,MZ,2020-03-17 16:20:43,-14.54,40.67,61,94,72.77,4.03
College,US,2020-03-17 16:19:36,64.86,-147.8,1,73,34.0,6.93
Turaif,SA,2020-03-17 16:20:43,31.67,38.66,40,93,51.8,13.87
Great Yarmouth,GB,2020-03-17 16:20:43,52.61,1.73,20,81,53.01,16.11
Concarneau,FR,2020-03-17 16:20:43,47.88,-3.92,73,81,50.0,3.36
Bayir,TR,2020-03-17 16:20:43,37.27,28.22,0,49,46.4,9.17
Port Hedland,AU,2020-03-17 16:20:43,-20.32,118.57,0,88,78.8,4.7
Barra do Garças,BR,2020-03-17 16:16:40,-15.89,-52.26,75,59,89.6,2.24
Birjand,IR,2020-03-17 16:20:43,32.87,59.22,75,51,59.0,11.41
Hofn,IS,2020-03-17 16:20:43,64.25,-15.21,100,92,38.39,11.79
Rome,US,2020-03-17 16:18:51,34.26,-85.16,1,72,70.0,1.59
Kamina,CD,2020-03-17 16:20:43,-8.74,24.99,100,98,65.93,6.46
Killybegs,IE,2020-03-17 16:20:43,54.63,-8.45,20,75,44.6,11.41
Laguna,US,2020-03-17 16:20:43,38.42,-121.42,75,71,55.99,5.82
Saldanha,ZA,2020-03-17 16:20:43,-33.01,17.94,0,82,62.6,8.05
Yatou,CN,2020-03-17 16:19:15,37.15,122.38,0,69,45.95,10.56
Poço Branco,BR,2020-03-17 16:20:43,-5.62,-35.66,20,66,86.0,14.99
Grafton,US,2020-03-17 16:19:21,42.21,-71.69,90,93,46.99,4.7
Kalmunai,LK,2020-03-17 16:20:44,7.42,81.82,100,80,80.33,6.38
Biloela,AU,2020-03-17 16:20:44,-24.42,150.5,0,80,63.77,17.43
Moindou,NC,2020-03-17 16:20:44,-21.69,165.68,0,83,73.4,3.02
Fomboni,KM,2020-03-17 16:20:44,-12.28,43.74,97,63,84.65,4.12
Omsukchan,RU,2020-03-17 16:20:44,62.53,155.8,99,96,0.23,1.01
Destin,US,2020-03-17 16:16:45,30.39,-86.5,1,73,81.0,9.17
Saint-Marc,HT,2020-03-17 16:20:44,19.11,-72.69,4,50,79.07,5.7
Grindavik,IS,2020-03-17 16:20:44,63.84,-22.43,75,86,32.0,24.16
Yulin,CN,2020-03-17 16:20:44,22.63,110.15,95,91,65.03,2.77
Kirkwall,GB,2020-03-17 16:18:51,58.98,-2.96,98,86,39.99,14.99
Strenči,LV,2020-03-17 16:20:44,57.63,25.69,81,78,41.0,5.01
San Borja,BO,2020-03-17 16:20:44,-14.82,-66.85,90,94,75.2,4.14
Bétaré Oya,CM,2020-03-17 16:20:44,5.6,14.08,100,26,75.11,2.75
Micheweni,TZ,2020-03-17 16:20:44,-4.97,39.83,100,74,84.29,7.54
Thinadhoo,MV,2020-03-17 16:20:44,0.53,72.93,62,75,84.83,14.45
Indianola,US,2020-03-17 16:17:50,41.36,-93.56,90,39,50.0,8.05
Gravdal,NO,2020-03-17 16:20:45,68.12,13.5,75,86,37.4,14.99
Salalah,OM,2020-03-17 16:20:45,17.02,54.09,75,69,78.8,6.93
Mandalgovi,MN,2020-03-17 16:20:45,45.76,106.27,2,67,20.75,29.66
Alofi,NU,2020-03-17 16:20:45,-19.06,-169.92,75,79,84.2,8.05
Nizwá,OM,2020-03-17 16:20:45,22.93,57.53,0,48,61.61,0.45
Lamu,KE,2020-03-17 16:20:45,-2.27,40.9,100,77,84.47,14.36
Lemta,TN,2020-03-17 16:20:45,35.67,10.88,40,77,60.8,17.22
Agadez,NE,2020-03-17 16:20:45,19.75,10.25,0,10,76.37,6.35
Batagay,RU,2020-03-17 16:20:45,67.63,134.63,100,99,-6.07,2.42
Belém de São Francisco,BR,2020-03-17 16:20:45,-8.75,-38.97,100,55,85.91,4.05
Jalu,LY,2020-03-17 16:20:45,29.03,21.55,0,28,62.87,16.24
Karla,EE,2020-03-17 16:20:45,59.37,24.93,90,80,43.0,13.87
Agüimes,ES,2020-03-17 16:20:45,27.91,-15.45,75,63,64.0,17.22
